vid_num 131.0
[0.8986698  0.10133024]
[0.88446426 0.11553581]
[0.9181633  0.08183664]
[0.92187625 0.0781237 ]
[0.8662604  0.13373962]
[0.90494037 0.09505966]
[0.9151192  0.08488082]
[0.8788215  0.12117853]
[0.89323485 0.10676511]
[0.9304632  0.06953683]
[0.91486984 0.08513015]
[0.91402346 0.08597658]
[0.9448837 0.0551163]
label: not_wave, preds: not_wave(27.579436242580414)
[0.9522835  0.04771655]
[0.9853869  0.01461308]
[0.9628362  0.03716384]
[0.9421511  0.05784881]
[0.9921983  0.00780171]
[0.98646915 0.01353084]
[0.93898916 0.06101083]
[0.99579656 0.00420346]
[0.9860823  0.01391771]
[0.96438926 0.03561078]
[0.9984448 0.0015552]
[0.99123913 0.00876084]
[0.9844862 0.0155138]
[9.9909580e-01 9.0415793e-04]
[0.99679625 0.0032037 ]
[0.9908352 0.0091648]
[9.9934900e-01 6.5099704e-04]
[0.9972795  0.00272043]
[0.99352634 0.00647369]
[9.9945986e-01 5.4005306e-04]
[0.9983866  0.00161338]
[0.98981273 0.01018727]
[9.996921e-01 3.079296e-04]
[0.99897087 0.00102914]
[0.9944839  0.00551609]
[9.9970180e-01 2.9814432e-04]
[0.9986325  0.00136752]
[0.99593776 0.00406216]
[9.9974215e-01 2.5781651e-04]
[0.9988744  0.00112561]
label: not_wave, preds: not_wave(29.6313294172287)
[0.9437099  0.05629009]
[0.94583434 0.05416562]
[0.97597235 0.02402761]
[0.8869419  0.11305805]
[0.96194255 0.03805743]
[0.9697053  0.03029466]
[0.8750248  0.12497519]
[0.9670574  0.03294255]
[0.96122026 0.0387797 ]
[0.942432   0.05756803]
[0.95687354 0.04312646]
[0.9672389  0.03276109]
[0.86934936 0.13065065]
[0.96833384 0.03166611]
[0.98531866 0.01468132]
[0.9395803  0.06041964]
[0.9800993  0.01990067]
[0.9755001  0.02449989]
[0.8946588  0.10534121]
[0.97500134 0.02499867]
[0.9759602  0.02403984]
[0.91999716 0.08000284]
[0.9725401  0.02745993]
[0.96958613 0.03041385]
[0.95248556 0.04751444]
[0.9764916  0.02350845]
[0.9383435  0.06165649]
[0.9368299  0.06317003]
[0.94678295 0.05321708]
[0.9658709  0.03412905]
label: not_wave, preds: not_wave(28.49668300151825)
[0.63007504 0.36992502]
[0.51716554 0.48283452]
[0.63481385 0.36518615]
[0.6503965  0.34960353]
[0.56309634 0.43690366]
[0.5789603  0.42103964]
[0.7352054  0.26479453]
[0.55966926 0.44033074]
[0.55217195 0.44782808]
[0.7925548 0.2074452]
[0.5419699 0.4580301]
[0.48068002 0.51932   ]
[0.8448067  0.15519328]
[0.6998876 0.3001124]
[0.52249736 0.47750264]
[0.8730943  0.12690571]
[0.73125386 0.2687462 ]
[0.5475942 0.4524058]
[0.9559438  0.04405619]
[0.7496408  0.25035915]
[0.5924047  0.40759528]
[0.95158404 0.04841585]
[0.8599288  0.14007124]
[0.59820217 0.4017979 ]
[0.98187304 0.01812696]
[0.9174545  0.08254552]
[0.69216454 0.30783546]
[0.9827368  0.01726321]
[0.91486907 0.08513092]
[0.6750073  0.32499278]
label: not_wave, preds: not_wave(21.32770249247551)
[0.9105131  0.08948688]
[0.84251404 0.15748599]
[0.7748246  0.22517532]
[0.8982345  0.10176552]
[0.8269516  0.17304833]
[0.8555626  0.14443734]
[0.88883275 0.11116729]
[0.82509255 0.17490745]
[0.90085125 0.09914877]
[0.87608147 0.12391853]
[0.8074113  0.19258869]
[0.9004568  0.09954317]
[0.8637773  0.13622268]
[0.7750184  0.22498167]
[0.8636839  0.13631612]
[0.8813678  0.11863226]
[0.77287185 0.22712818]
[0.8660304  0.13396959]
[0.8815341  0.11846595]
[0.796666   0.20333394]
[0.8572593  0.14274074]
[0.8690777  0.13092236]
[0.7728122 0.2271878]
[0.86122215 0.1387779 ]
[0.86942786 0.13057223]
[0.7562485  0.24375159]
[0.890898   0.10910201]
[0.876371   0.12362896]
[0.7633321  0.23666781]
[0.89932084 0.10067914]
label: not_wave, preds: not_wave(25.424245953559875)
[0.46068943 0.5393106 ]
[0.5156771 0.4843229]
[0.37179047 0.62820953]
[0.49791026 0.50208974]
[0.57079434 0.42920578]
[0.4082963 0.5917038]
[0.51603925 0.4839608 ]
[0.5014804  0.49851963]
[0.3809744 0.6190256]
[0.5007162 0.4992838]
[0.46447834 0.5355216 ]
[0.42207462 0.5779253 ]
[0.43829432 0.5617057 ]
[0.4278048 0.5721952]
[0.3279639 0.6720361]
[0.45483124 0.54516876]
[0.42921314 0.5707869 ]
[0.40190026 0.59809977]
[0.461259   0.53874093]
[0.4374095 0.5625905]
[0.41356573 0.5864343 ]
[0.482316 0.517684]
[0.482658 0.517342]
[0.2812475 0.7187525]
[0.4998812 0.5001188]
[0.48267645 0.5173235 ]
[0.36584115 0.63415885]
[0.47010893 0.529891  ]
[0.53832203 0.46167794]
[0.346883   0.65311694]
label: not_wave, preds: wave(16.646902680397034)
------------------------------------------------------------
[9.9994767e-01 5.2346360e-05]
[0.9980292  0.00197082]
[0.97751737 0.02248265]
[9.9985552e-01 1.4450037e-04]
[0.99859643 0.00140352]
[0.984262   0.01573795]
[9.9980479e-01 1.9520272e-04]
[0.99723077 0.00276921]
[0.9832219  0.01677811]
[9.9975276e-01 2.4724458e-04]
[0.99699575 0.00300426]
[0.9773704  0.02262961]
[9.9970132e-01 2.9865614e-04]
[0.99859244 0.00140758]
[0.9709407  0.02905933]
[9.9978912e-01 2.1088167e-04]
[0.99779856 0.00220139]
[0.97745734 0.02254269]
[9.9970043e-01 2.9953395e-04]
[0.9978342  0.00216575]
[0.97321427 0.02678574]
[9.9908274e-01 9.1719819e-04]
[0.99615026 0.00384971]
[0.96804494 0.03195503]
[9.9926293e-01 7.3705625e-04]
[0.996983   0.00301699]
[0.96400297 0.03599699]
[0.9987638  0.00123624]
[0.9962951  0.00370487]
[0.9761704  0.02382955]
label: not_wave, preds: not_wave(29.722369015216827)
[0.00354102 0.99645895]
[0.00223431 0.9977657 ]
[0.02678934 0.9732107 ]
[0.00470966 0.99529034]
[0.00276177 0.99723816]
[0.01349859 0.98650146]
[0.00261705 0.99738294]
[0.00302218 0.9969778 ]
[0.00914679 0.9908532 ]
[0.00298365 0.9970163 ]
[0.00766723 0.9923328 ]
[0.02092445 0.97907555]
[0.00595083 0.99404913]
[0.00849598 0.99150395]
[0.03751322 0.9624868 ]
[0.01047898 0.989521  ]
[0.02221833 0.97778165]
[0.04564036 0.95435965]
[0.01585191 0.9841481 ]
[0.02490574 0.9750943 ]
[0.07823403 0.921766  ]
[0.03198962 0.96801037]
[0.03764475 0.9623552 ]
[0.11177853 0.8882215 ]
[0.03985583 0.96014416]
[0.09570201 0.90429795]
[0.17504567 0.82495433]
[0.13112867 0.8688713 ]
[0.1759997  0.82400036]
[0.3138548  0.68614525]
label: not_wave, preds: wave(28.537814915180206)
------------------------------------------------------------
[0.527739   0.47226098]
[0.75241417 0.24758586]
[0.8820573  0.11794275]
[0.8627502 0.1372498]
[0.8099184  0.19008157]
[0.83442265 0.1655774 ]
[0.8691598  0.13084018]
[0.82104814 0.17895184]
[0.73679876 0.26320124]
[0.86272556 0.13727444]
[0.8475563  0.15244366]
[0.83066607 0.16933395]
[0.8180235  0.18197653]
[0.8533735  0.14662647]
[0.8424021  0.15759793]
[0.74340856 0.2565914 ]
[0.7748194  0.22518067]
[0.80303866 0.19696137]
[0.74452984 0.2554701 ]
[0.6885803 0.3114197]
[0.82992005 0.17008   ]
[0.7224176  0.27758244]
[0.6946261  0.30537397]
[0.8288129  0.17118712]
[0.74176705 0.25823295]
[0.7267103  0.27328968]
[0.8387386  0.16126141]
[0.81198204 0.18801802]
[0.7798933  0.22010666]
[0.79337656 0.20662339]
label: not_wave, preds: not_wave(23.673676669597626)
[0.01534033 0.9846597 ]
[0.00809895 0.99190104]
[0.00620959 0.99379045]
[0.0061457  0.99385434]
[0.00174139 0.9982586 ]
[0.0030346 0.9969654]
[0.00617291 0.9938271 ]
[4.0090008e-04 9.9959904e-01]
[0.00395175 0.99604833]
[0.01190356 0.9880965 ]
[4.40982e-04 9.99559e-01]
[0.00577897 0.99422103]
[0.00320416 0.9967958 ]
[1.4768877e-04 9.9985230e-01]
[0.00307465 0.99692535]
[0.00563326 0.99436677]
[2.3031821e-04 9.9976969e-01]
[0.00522826 0.9947717 ]
[0.01796646 0.98203355]
[6.944011e-04 9.993056e-01]
[0.01083799 0.98916197]
[0.03175348 0.96824646]
[0.00100791 0.9989921 ]
[0.01871808 0.9812819 ]
[0.01029138 0.98970866]
[3.4446878e-04 9.9965549e-01]
[0.01285318 0.9871468 ]
[0.00731886 0.9926811 ]
[4.526446e-04 9.995473e-01]
[0.01303767 0.9869623 ]
label: not_wave, preds: wave(29.787985265254974)
------------------------------------------------------------
[0.9967054  0.00329452]
[0.9794575  0.02054248]
[0.985939   0.01406088]
[0.9960966  0.00390337]
[0.97757554 0.02242448]
[0.9863359  0.01366415]
[0.99639416 0.00360583]
[0.97534484 0.02465514]
[0.9880609 0.0119391]
[0.9962062  0.00379374]
[0.9796758  0.02032417]
[0.98977935 0.01022065]
[0.99614584 0.00385415]
[0.98378116 0.01621883]
[0.9891824  0.01081761]
[0.99648905 0.00351097]
[0.98104787 0.01895218]
[0.9913473  0.00865266]
[0.9961814  0.00381857]
[0.98639417 0.01360584]
[0.99051034 0.00948963]
[0.99721146 0.00278856]
[0.98699784 0.01300213]
[0.9953753  0.00462469]
[0.99767804 0.00232191]
[0.99169034 0.00830967]
[0.99610174 0.00389827]
[0.9973414  0.00265861]
[0.9880568  0.01194325]
[0.99593246 0.0040675 ]
label: not_wave, preds: not_wave(29.705036163330078)
[0.9804163  0.01958363]
[0.9834289  0.01657111]
[0.9799526  0.02004744]
[0.97950613 0.02049391]
[0.9723731  0.02762691]
[0.97200835 0.02799169]
[0.98672533 0.01327471]
[0.9717798  0.02822018]
[0.9538591  0.04614091]
[0.9884927 0.0115072]
[0.9765779  0.02342212]
[0.96332574 0.03667428]
[0.9722957  0.02770433]
[0.95833516 0.04166488]
[0.9615825  0.03841755]
[0.9474162  0.05258381]
[0.9551412  0.04485881]
[0.96311224 0.03688778]
[0.9477947  0.05220537]
[0.96003854 0.03996149]
[0.97949106 0.02050894]
[0.9623343  0.03766572]
[0.9582697 0.0417303]
[0.9915823  0.00841771]
[0.9912308  0.00876917]
[0.9937206  0.00627945]
[0.99819    0.00181003]
[0.9953115  0.00468841]
[9.9924195e-01 7.5800082e-04]
[9.9990678e-01 9.3183524e-05]
label: not_wave, preds: not_wave(29.24344104528427)
[0.8476291  0.15237097]
[0.70424247 0.29575753]
[0.5753442  0.42465585]
[0.8651822  0.13481781]
[0.66156864 0.3384313 ]
[0.34022236 0.65977764]
[0.8548043  0.14519568]
[0.6599599  0.34004015]
[0.20470534 0.79529464]
[0.8029252  0.19707479]
[0.5800907  0.41990933]
[0.21723734 0.78276265]
[0.7367773  0.26322263]
[0.53901595 0.46098402]
[0.21792087 0.7820791 ]
[0.7300733  0.26992676]
[0.58975863 0.4102414 ]
[0.21735248 0.7826475 ]
[0.79736936 0.20263067]
[0.63060915 0.36939082]
[0.23248398 0.767516  ]
[0.8008584  0.19914168]
[0.56827897 0.4317211 ]
[0.14092357 0.8590764 ]
[0.6995038  0.30049625]
[0.4985589 0.5014411]
[0.20642091 0.79357904]
[0.6502644  0.34973562]
[0.37272134 0.6272787 ]
[0.28330678 0.7166933 ]
label: not_wave, preds: not_wave(16.22610980272293)
[0.7876513 0.2123487]
[0.7072809 0.2927192]
[0.39619577 0.60380423]
[0.78763163 0.21236837]
[0.7197205  0.28027952]
[0.34885246 0.65114754]
[0.7948204 0.2051796]
[0.7391378 0.2608622]
[0.3640423  0.63595766]
[0.7823931  0.21760693]
[0.74217474 0.25782526]
[0.39689046 0.6031096 ]
[0.77551574 0.22448428]
[0.7321383 0.2678618]
[0.37930682 0.6206932 ]
[0.77527875 0.22472127]
[0.72220176 0.27779824]
[0.3318097 0.6681903]
[0.7623056  0.23769437]
[0.7036151 0.2963849]
[0.3051852  0.69481486]
[0.75899327 0.24100675]
[0.7037163 0.2962837]
[0.30308828 0.6969117 ]
[0.7561568  0.24384317]
[0.6361447 0.3638553]
[0.24010754 0.75989246]
[0.7467274  0.25327262]
[0.6373028  0.36269715]
[0.27919093 0.7208091 ]
label: not_wave, preds: not_wave(18.11557638645172)
[0.72656536 0.27343467]
[0.56720895 0.43279108]
[0.3476346 0.6523654]
[0.68407416 0.31592584]
[0.44188222 0.5581178 ]
[0.22187129 0.77812874]
[0.6606807 0.3393193]
[0.36479717 0.6352028 ]
[0.1350299 0.8649701]
[0.67947686 0.32052308]
[0.385897   0.61410296]
[0.23812762 0.76187235]
[0.70206165 0.2979384 ]
[0.40557224 0.5944278 ]
[0.25965092 0.7403491 ]
[0.67700946 0.32299054]
[0.46818924 0.53181076]
[0.32361984 0.67638016]
[0.6855916  0.31440845]
[0.40179613 0.59820384]
[0.33310583 0.6668942 ]
[0.7178271  0.28217292]
[0.41790047 0.58209956]
[0.4443128 0.5556872]
[0.7094805  0.29051948]
[0.45221204 0.54778796]
[0.382823 0.617177]
[0.70886946 0.29113048]
[0.52862626 0.47137377]
[0.33375117 0.6662488 ]
label: not_wave, preds: wave(15.594354569911957)
------------------------------------------------------------
[9.9968565e-01 3.1430609e-04]
[9.9980438e-01 1.9563861e-04]
[0.9986876  0.00131235]
[9.9967003e-01 3.2988787e-04]
[9.9977040e-01 2.2957637e-04]
[0.99869317 0.00130678]
[9.9967712e-01 3.2290415e-04]
[9.9978864e-01 2.1135638e-04]
[9.9903572e-01 9.6426177e-04]
[9.996770e-01 3.229401e-04]
[9.9973202e-01 2.6795577e-04]
[0.99862975 0.00137024]
[9.9960864e-01 3.9133904e-04]
[9.9974418e-01 2.5579953e-04]
[9.991694e-01 8.305217e-04]
[9.9960852e-01 3.9147426e-04]
[9.9960554e-01 3.9439043e-04]
[0.9989357  0.00106425]
[9.996475e-01 3.524701e-04]
[9.9972117e-01 2.7881161e-04]
[0.998688   0.00131199]
[9.995163e-01 4.836438e-04]
[9.9961424e-01 3.8575643e-04]
[0.9970094  0.00299064]
[9.994734e-01 5.265442e-04]
[9.9972659e-01 2.7338878e-04]
[0.997275   0.00272504]
[0.99885535 0.00114471]
[9.990158e-01 9.841431e-04]
[0.9931108  0.00688921]
label: not_wave, preds: not_wave(29.971176981925964)
[0.8730998 0.1269002]
[0.79698145 0.20301855]
[0.5595342 0.4404658]
[0.7259156 0.2740844]
[0.6761139 0.3238861]
[0.3933217  0.60667825]
[0.86316305 0.13683702]
[0.6901995  0.30980054]
[0.5193116  0.48068833]
[0.9130597  0.08694027]
[0.7460942  0.25390577]
[0.82158595 0.178414  ]
[0.8909707  0.10902929]
[0.6694679  0.33053207]
[0.7308804  0.26911968]
[0.8070999  0.19290009]
[0.5098418 0.4901582]
[0.5773041  0.42269585]
[0.8389131  0.16108695]
[0.5200411  0.47995892]
[0.5637574  0.43624258]
[0.8404396  0.15956044]
[0.45696107 0.5430389 ]
[0.6690089  0.33099115]
[0.867453   0.13254702]
[0.58619505 0.413805  ]
[0.7661288  0.23387119]
[0.82947475 0.17052531]
[0.5958054  0.40419453]
[0.62635076 0.3736493 ]
label: not_wave, preds: not_wave(20.924474447965622)
[9.9912095e-01 8.7904267e-04]
[0.998721   0.00127899]
[0.99260753 0.0073924 ]
[0.9983283  0.00167163]
[0.99887323 0.00112675]
[0.9918057 0.0081943]
[0.9984386  0.00156139]
[0.99877477 0.00122516]
[0.9939499  0.00605011]
[0.9984904  0.00150959]
[0.9989273  0.00107268]
[0.98708093 0.01291904]
[0.99624795 0.00375208]
[0.9973505  0.00264947]
[0.9925368  0.00746325]
[0.9774517 0.0225483]
[0.99538195 0.00461807]
[0.98239166 0.01760836]
[0.98643327 0.01356678]
[0.9948367  0.00516332]
[0.98650616 0.0134938 ]
[0.9563486  0.04365146]
[0.99246067 0.00753937]
[0.98881185 0.01118812]
[0.95872945 0.04127058]
[0.9841888  0.01581121]
[0.9845728  0.01542718]
[0.9244548  0.07554525]
[0.9691295 0.0308705]
[0.97714734 0.02285268]
label: not_wave, preds: not_wave(29.600099086761475)
[0.9469525  0.05304741]
[0.9359574 0.0640426]
[0.91722906 0.08277094]
[0.95982444 0.04017559]
[0.9346384  0.06536163]
[0.93043953 0.06956048]
[0.95714784 0.0428521 ]
[0.91223127 0.08776876]
[0.9220728  0.07792722]
[0.94719666 0.05280332]
[0.8608264  0.13917364]
[0.9048527 0.0951473]
[0.91388214 0.08611789]
[0.919859   0.08014102]
[0.91167367 0.08832631]
[0.9429955  0.05700449]
[0.9148798  0.08512013]
[0.93818784 0.06181212]
[0.90164334 0.09835666]
[0.82837206 0.17162797]
[0.93521404 0.06478595]
[0.89570516 0.10429482]
[0.8686371  0.13136287]
[0.9573893  0.04261073]
[0.8693803  0.13061965]
[0.88551444 0.11448558]
[0.97879887 0.02120113]
[0.84505177 0.15494826]
[0.9150665  0.08493353]
[0.9904319 0.0095681]
label: not_wave, preds: not_wave(27.54205161333084)
[0.02474372 0.97525626]
[0.01603116 0.98396885]
[0.06144051 0.9385595 ]
[0.02474372 0.97525626]
[0.01603116 0.98396885]
[0.06144051 0.9385595 ]
[0.02474372 0.97525626]
[0.01603116 0.98396885]
[0.06144051 0.9385595 ]
[0.02474372 0.97525626]
[0.01603116 0.98396885]
[0.06144051 0.9385595 ]
[0.02474372 0.97525626]
[0.01603116 0.98396885]
[0.06144051 0.9385595 ]
[0.02474372 0.97525626]
[0.01603116 0.98396885]
[0.06144051 0.9385595 ]
[0.02474372 0.97525626]
[0.01603116 0.98396885]
[0.06144051 0.9385595 ]
[0.02474372 0.97525626]
[0.01603116 0.98396885]
[0.06144051 0.9385595 ]
[0.02474372 0.97525626]
[0.01603116 0.98396885]
[0.06144051 0.9385595 ]
[0.02474372 0.97525626]
[0.01603116 0.98396885]
[0.06144051 0.9385595 ]
label: not_wave, preds: wave(28.977845907211304)
------------------------------------------------------------
[0.3714249 0.6285751]
[0.8193007  0.18069929]
[0.77538157 0.22461845]
[0.4923424 0.5076576]
[0.82175416 0.17824587]
[0.8552657  0.14473432]
[0.74787277 0.25212726]
[0.86321574 0.13678426]
[0.8357737  0.16422626]
[0.8305427 0.1694573]
[0.91066325 0.08933673]
[0.8981048  0.10189524]
[0.81993574 0.18006429]
[0.91688    0.08311997]
[0.91598296 0.08401704]
[0.82871664 0.17128333]
[0.95234096 0.04765898]
[0.9459345  0.05406555]
[0.84694934 0.15305065]
[0.958776   0.04122399]
[0.9092376  0.09076237]
[0.889037  0.1109629]
[0.9667146  0.03328539]
[0.95188755 0.04811243]
[0.87664324 0.12335673]
[0.9464904  0.05350965]
[0.93005216 0.06994786]
[0.89665204 0.10334793]
[0.9644797  0.03552034]
[0.94439405 0.05560596]
label: not_wave, preds: not_wave(25.68274688720703)
[0.99665016 0.00334986]
[0.9781698  0.02183023]
[0.98295426 0.0170458 ]
[0.9955754  0.00442451]
[0.9783453 0.0216547]
[0.978372   0.02162804]
[0.9918477  0.00815233]
[0.986481   0.01351899]
[0.9722175  0.02778247]
[0.99645966 0.00354033]
[0.99250716 0.00749286]
[0.9734955  0.02650457]
[0.9976078  0.00239215]
[0.9947778  0.00522216]
[0.9441846  0.05581537]
[0.9981198  0.00188024]
[0.994563   0.00543699]
[0.9780068  0.02199318]
[0.99571383 0.00428623]
[0.994376   0.00562395]
[0.9700989  0.02990103]
[0.99136937 0.00863069]
[0.9947928  0.00520722]
[0.96263194 0.03736801]
[0.99339503 0.00660496]
[0.9928513 0.0071487]
[0.9642888  0.03571124]
[0.97455674 0.02544321]
[0.95509535 0.04490463]
[0.9365549  0.06344504]
label: not_wave, preds: not_wave(29.45606017112732)
[0.14594911 0.8540509 ]
[0.21034366 0.78965634]
[0.08968082 0.91031915]
[0.13301288 0.8669871 ]
[0.23401591 0.7659841 ]
[0.11760183 0.8823982 ]
[0.1317898 0.8682102]
[0.26998353 0.7300165 ]
[0.1511379 0.8488622]
[0.13754755 0.86245245]
[0.23727189 0.7627281 ]
[0.13334729 0.8666527 ]
[0.1099479  0.89005214]
[0.11562908 0.88437086]
[0.14438015 0.85561985]
[0.16812158 0.8318784 ]
[0.25589156 0.74410844]
[0.2282671 0.7717329]
[0.16450818 0.8354918 ]
[0.26821885 0.7317812 ]
[0.18540908 0.81459093]
[0.16580594 0.83419406]
[0.20621921 0.7937808 ]
[0.1896025  0.81039757]
[0.09898091 0.9010191 ]
[0.16788256 0.83211744]
[0.13442352 0.8655764 ]
[0.11709362 0.8829064 ]
[0.14680901 0.85319096]
[0.16846064 0.83153933]
label: not_wave, preds: wave(24.9726665019989)
------------------------------------------------------------
[0.99159265 0.00840734]
[0.91670114 0.08329886]
[0.87059784 0.12940219]
[0.9951032  0.00489681]
[0.9282859  0.07171416]
[0.8662856  0.13371442]
[0.9949449  0.00505514]
[0.9355745  0.06442551]
[0.87326103 0.126739  ]
[0.99696326 0.00303672]
[0.94153565 0.05846434]
[0.87819767 0.12180237]
[0.99729115 0.00270883]
[0.94442344 0.05557658]
[0.8838013 0.1161987]
[0.99728394 0.00271613]
[0.9400338  0.05996619]
[0.8752542  0.12474581]
[0.995754   0.00424598]
[0.94709355 0.05290651]
[0.8614024  0.13859767]
[0.99617934 0.00382066]
[0.952774   0.04722602]
[0.8588954  0.14110458]
[0.9982443  0.00175565]
[0.9510856  0.04891437]
[0.8802361  0.11976393]
[0.99806273 0.00193731]
[0.95551205 0.04448794]
[0.87080693 0.129193  ]
label: not_wave, preds: not_wave(28.093177497386932)
[0.9309942  0.06900582]
[0.86903065 0.13096935]
[0.79218394 0.2078161 ]
[0.9184907  0.08150928]
[0.8658899  0.13411012]
[0.7929062  0.20709379]
[0.92199934 0.07800067]
[0.86501527 0.1349847 ]
[0.79452956 0.20547046]
[0.9009186  0.09908142]
[0.8469515 0.1530485]
[0.7641469  0.23585309]
[0.9133632 0.0866368]
[0.85461354 0.14538638]
[0.778796   0.22120401]
[0.9084347  0.09156534]
[0.85723126 0.14276877]
[0.7875201  0.21247992]
[0.9112052  0.08879475]
[0.85497385 0.14502615]
[0.7960648 0.2039352]
[0.90932125 0.09067877]
[0.8590317  0.14096834]
[0.7865099  0.21349013]
[0.91461766 0.08538236]
[0.8545403  0.14545967]
[0.7891379  0.21086212]
[0.9174284  0.08257158]
[0.8601021  0.13989791]
[0.78928936 0.2107106 ]
label: not_wave, preds: not_wave(25.60523796081543)
[0.8686581 0.1313419]
[0.6955677 0.3044323]
[0.65729624 0.34270376]
[0.8371558  0.16284423]
[0.7117461  0.28825396]
[0.6599659 0.3400341]
[0.8208733  0.17912662]
[0.7126878  0.28731224]
[0.6816876  0.31831244]
[0.8183441  0.18165587]
[0.73564726 0.2643527 ]
[0.6784937  0.32150632]
[0.81843674 0.18156323]
[0.7565334 0.2434666]
[0.6669879  0.33301213]
[0.7855975 0.2144025]
[0.7478536  0.25214645]
[0.6322715 0.3677285]
[0.8012254  0.19877464]
[0.7528768  0.24712324]
[0.6608502 0.3391498]
[0.7954593  0.20454076]
[0.7447795  0.25522047]
[0.6698224 0.3301776]
[0.7909674  0.20903258]
[0.73437583 0.2656242 ]
[0.6664789  0.33352122]
[0.829808   0.17019203]
[0.7691851  0.23081484]
[0.68857396 0.311426  ]
label: not_wave, preds: not_wave(22.19020712375641)
[9.9931806e-01 6.8188342e-04]
